mean_ranks,created_at,loss,train_loss,epoch
80.5999984741211,2023-04-07 05:48:38.772997,,,
567.5,2023-04-07 05:48:38.796057,,,
187.10000610351562,2023-04-07 05:48:38.819351,,,
129.8000030517578,2023-04-07 05:48:38.842413,,,
137.25,2023-04-07 05:48:38.865252,,,
157.0500030517578,2023-04-07 05:48:38.888309,,,
859.4000244140625,2023-04-07 05:48:38.911172,,,
234.9499969482422,2023-04-07 05:48:38.934249,,,
142.4499969482422,2023-04-07 05:48:38.957510,,,
154.0,2023-04-07 05:48:38.980393,,,
128.1999969482422,2023-04-07 05:48:39.003517,,,
74.80000305175781,2023-04-07 05:48:39.026419,,,
120.9000015258789,2023-04-07 05:48:39.049390,,,
383.70001220703125,2023-04-07 05:48:39.073383,,,
170.8000030517578,2023-04-07 05:48:39.096377,,,
144.9499969482422,2023-04-07 05:48:39.119876,,,
82.20000457763672,2023-04-07 05:48:39.142963,,,
357.95001220703125,2023-04-07 05:48:39.165955,,,
508.75,2023-04-07 05:48:39.188999,,,
96.4000015258789,2023-04-07 05:48:39.212005,,,
116.95000457763672,2023-04-07 05:48:39.235336,,,
80.70000457763672,2023-04-07 05:48:39.258287,,,
324.5,2023-04-07 05:48:39.281531,,,
347.0500183105469,2023-04-07 05:48:39.305094,,,
496.8999938964844,2023-04-07 05:48:39.328357,,,
67.4000015258789,2023-04-07 05:48:39.355712,,,
133.6999969482422,2023-04-07 05:48:39.378629,,,
490.5,2023-04-07 05:48:39.401683,,,
63.29999923706055,2023-04-07 05:48:39.425018,,,
109.55000305175781,2023-04-07 05:48:39.448007,,,
208.40000915527344,2023-04-07 05:48:39.471345,,,
105.3499984741211,2023-04-07 05:48:39.495491,,,
131.9499969482422,2023-04-07 05:48:39.518653,,,
108.55000305175781,2023-04-07 05:48:39.541842,,,
94.30000305175781,2023-04-07 05:48:39.565044,,,
123.75,2023-04-07 05:48:39.588243,,,
399.45001220703125,2023-04-07 05:48:39.611198,,,
70.4000015258789,2023-04-07 05:48:39.634214,,,
571.2999877929688,2023-04-07 05:48:39.657480,,,
94.1500015258789,2023-04-07 05:48:39.680504,,,
177.75,2023-04-07 05:48:39.703941,,,
354.1499938964844,2023-04-07 05:48:39.727326,,,
89.9000015258789,2023-04-07 05:48:39.750322,,,
127.20000457763672,2023-04-07 05:48:39.773995,,,
388.0,2023-04-07 05:48:39.796843,,,
332.8000183105469,2023-04-07 05:48:39.820036,,,
485.8000183105469,2023-04-07 05:48:39.842993,,,
93.80000305175781,2023-04-07 05:48:39.866416,,,
455.8999938964844,2023-04-07 05:48:39.889623,,,
70.75,2023-04-07 05:48:39.912664,,,
117.30000305175781,2023-04-07 05:48:39.935875,,,
151.0,2023-04-07 05:48:39.959030,,,
80.0,2023-04-07 05:48:39.981898,,,
469.5,2023-04-07 05:48:40.004931,,,
99.5,2023-04-07 05:48:40.028040,,,
108.6500015258789,2023-04-07 05:48:40.051593,,,
346.70001220703125,2023-04-07 05:48:40.075608,,,
123.8499984741211,2023-04-07 05:48:40.098697,,,
855.75,2023-04-07 05:48:40.121940,,,
369.5500183105469,2023-04-07 05:48:40.144951,,,
89.0999984741211,2023-04-07 05:48:40.168308,,,
88.9000015258789,2023-04-07 05:48:40.191381,,,
118.1500015258789,2023-04-07 05:48:40.214453,,,
115.1500015258789,2023-04-07 05:48:40.237692,,,
84.45000457763672,2023-04-07 05:48:40.260616,,,
501.5500183105469,2023-04-07 05:48:40.283756,,,
207.35000610351562,2023-04-07 05:48:40.306630,,,
127.0999984741211,2023-04-07 05:48:40.329752,,,
134.5,2023-04-07 05:48:40.353410,,,
80.20000457763672,2023-04-07 05:48:40.379023,,,
442.8999938964844,2023-04-07 05:48:40.402083,,,
578.4500122070312,2023-04-07 05:48:40.425187,,,
112.80000305175781,2023-04-07 05:48:40.448101,,,
74.80000305175781,2023-04-07 05:48:40.471224,,,
139.9499969482422,2023-04-07 05:48:40.495813,,,
883.25,2023-04-07 05:48:40.519398,,,
193.60000610351562,2023-04-07 05:48:40.542453,,,
405.3999938964844,2023-04-07 05:48:40.565400,,,
104.0999984741211,2023-04-07 05:48:40.588614,,,
778.4000244140625,2023-04-07 05:48:40.611583,,,
520.2000122070312,2023-04-07 05:48:40.634592,,,
459.25,2023-04-07 05:48:40.657655,,,
60.54999923706055,2023-04-07 05:48:40.680531,,,
150.65000915527344,2023-04-07 05:48:40.703597,,,
473.6499938964844,2023-04-07 05:48:40.726776,,,
86.95000457763672,2023-04-07 05:48:40.749597,,,
489.3999938964844,2023-04-07 05:48:40.772410,,,
100.05000305175781,2023-04-07 05:48:40.795291,,,
63.400001525878906,2023-04-07 05:48:40.818493,,,
97.9000015258789,2023-04-07 05:48:40.842238,,,
173.65000915527344,2023-04-07 05:48:40.868349,,,
105.70000457763672,2023-04-07 05:48:40.895532,,,
106.20000457763672,2023-04-07 05:48:40.918408,,,
125.20000457763672,2023-04-07 05:48:40.941671,,,
341.6000061035156,2023-04-07 05:48:40.964522,,,
353.0,2023-04-07 05:48:40.987560,,,
162.1999969482422,2023-04-07 05:48:41.010311,,,
456.5,2023-04-07 05:48:41.033084,,,
82.80000305175781,2023-04-07 05:48:41.056468,,,
803.7000122070312,2023-04-07 05:48:41.079635,,,
596.0,2023-04-07 05:48:41.102901,,,
102.3499984741211,2023-04-07 05:48:41.125990,,,
313.6499938964844,2023-04-07 05:48:41.148986,,,
177.4499969482422,2023-04-07 05:48:41.171925,,,
266.3999938964844,2023-04-07 05:48:41.194650,,,
77.30000305175781,2023-04-07 05:48:41.217662,,,
200.0,2023-04-07 05:48:41.240404,,,
189.6999969482422,2023-04-07 05:48:41.263126,,,
75.3499984741211,2023-04-07 05:48:41.286202,,,
122.05000305175781,2023-04-07 05:48:41.309254,,,
75.30000305175781,2023-04-07 05:48:41.332343,,,
1022.0499877929688,2023-04-07 05:48:41.355151,,,
198.35000610351562,2023-04-07 05:48:41.380013,,,
87.6500015258789,2023-04-07 05:48:41.403076,,,
104.0999984741211,2023-04-07 05:48:41.425930,,,
149.0,2023-04-07 05:48:41.449037,,,
484.8500061035156,2023-04-07 05:48:41.471885,,,
40.25,2023-04-07 05:48:41.496144,,,
243.8000030517578,2023-04-07 05:48:41.519172,,,
125.0999984741211,2023-04-07 05:48:41.541930,,,
360.75,2023-04-07 05:48:41.564906,,,
181.15000915527344,2023-04-07 05:48:41.587659,,,
580.3500366210938,2023-04-07 05:48:41.610679,,,
141.85000610351562,2023-04-07 05:48:41.633715,,,
71.5,2023-04-07 05:48:41.657145,,,
225.85000610351562,2023-04-07 05:48:41.681003,,,
74.55000305175781,2023-04-07 05:48:41.703960,,,
80.9000015258789,2023-04-07 05:48:41.727091,,,
174.35000610351562,2023-04-07 05:48:41.750412,,,
94.20000457763672,2023-04-07 05:48:41.773503,,,
692.2999877929688,2023-04-07 05:48:41.796801,,,
94.0999984741211,2023-04-07 05:48:41.819825,,,
50.0,2023-04-07 05:48:41.843104,,,
82.25,2023-04-07 05:48:41.866534,,,
58.25,2023-04-07 05:48:41.889395,,,
75.1500015258789,2023-04-07 05:48:41.912487,,,
84.4000015258789,2023-04-07 05:48:41.935660,,,
599.2000122070312,2023-04-07 05:48:41.959030,,,
99.95000457763672,2023-04-07 05:48:41.982205,,,
42.650001525878906,2023-04-07 05:48:42.005105,,,
118.05000305175781,2023-04-07 05:48:42.028831,,,
314.75,2023-04-07 05:48:42.051973,,,
66.5,2023-04-07 05:48:42.075729,,,
331.8000183105469,2023-04-07 05:48:42.099037,,,
329.0500183105469,2023-04-07 05:48:42.122013,,,
558.6500244140625,2023-04-07 05:48:42.145159,,,
565.1000366210938,2023-04-07 05:48:42.168144,,,
74.5999984741211,2023-04-07 05:48:42.191041,,,
177.65000915527344,2023-04-07 05:48:42.214048,,,
68.25,2023-04-07 05:48:42.236978,,,
98.8499984741211,2023-04-07 05:48:42.260183,,,
751.5,2023-04-07 05:48:42.283229,,,
455.25,2023-04-07 05:48:42.306104,,,
86.8499984741211,2023-04-07 05:48:42.329366,,,
308.3000183105469,2023-04-07 05:48:42.352284,,,
229.5,2023-04-07 05:48:42.375247,,,
787.4000244140625,2023-04-07 05:48:42.402004,,,
313.8000183105469,2023-04-07 05:48:42.425195,,,
162.75,2023-04-07 05:48:42.448178,,,
88.80000305175781,2023-04-07 05:48:42.471030,,,
94.9000015258789,2023-04-07 05:48:42.494136,,,
411.70001220703125,2023-04-07 05:48:42.517101,,,
100.75,2023-04-07 05:48:42.540317,,,
462.5500183105469,2023-04-07 05:48:42.563522,,,
247.5500030517578,2023-04-07 05:48:42.586621,,,
138.65000915527344,2023-04-07 05:48:42.609820,,,
92.0,2023-04-07 05:48:42.633106,,,
643.5,2023-04-07 05:48:42.656463,,,
280.25,2023-04-07 05:48:42.679747,,,
412.3999938964844,2023-04-07 05:48:42.702794,,,
620.2999877929688,2023-04-07 05:48:42.726224,,,
154.5,2023-04-07 05:48:42.749205,,,
81.1500015258789,2023-04-07 05:48:42.772431,,,
502.5,2023-04-07 05:48:42.795472,,,
95.3499984741211,2023-04-07 05:48:42.818447,,,
336.3999938964844,2023-04-07 05:48:42.842264,,,
59.79999923706055,2023-04-07 05:48:42.865210,,,
107.1500015258789,2023-04-07 05:48:42.888991,,,
114.3499984741211,2023-04-07 05:48:42.912085,,,
178.85000610351562,2023-04-07 05:48:42.935178,,,
378.95001220703125,2023-04-07 05:48:42.958344,,,
108.5999984741211,2023-04-07 05:48:42.981265,,,
265.8500061035156,2023-04-07 05:48:43.004178,,,
136.4499969482422,2023-04-07 05:48:43.027332,,,
676.2000122070312,2023-04-07 05:48:43.050469,,,
440.5,2023-04-07 05:48:43.073636,,,
341.1499938964844,2023-04-07 05:48:43.096755,,,
97.75,2023-04-07 05:48:43.119771,,,
75.1500015258789,2023-04-07 05:48:43.143314,,,
76.05000305175781,2023-04-07 05:48:43.166531,,,
74.80000305175781,2023-04-07 05:48:43.190028,,,
182.60000610351562,2023-04-07 05:48:43.213462,,,
78.0,2023-04-07 05:48:43.236612,,,
76.8499984741211,2023-04-07 05:48:43.259751,,,
470.6499938964844,2023-04-07 05:48:43.282648,,,
856.1000366210938,2023-04-07 05:48:43.305733,,,
191.75,2023-04-07 05:48:43.329010,,,
102.55000305175781,2023-04-07 05:48:43.351991,,,
94.70000457763672,2023-04-07 05:48:43.375267,,,
346.0,2023-04-07 05:48:43.398480,,,
113.70000457763672,2023-04-07 05:48:43.425800,,,
115.9000015258789,2023-04-07 05:48:43.448743,,,
365.6000061035156,2023-04-07 05:48:43.471630,,,
430.3500061035156,2023-04-07 05:48:43.495101,,,
123.1500015258789,2023-04-07 05:48:43.518251,,,
151.35000610351562,2023-04-07 05:48:43.541588,,,
207.5500030517578,2023-04-07 05:48:43.564916,,,
575.4000244140625,2023-04-07 05:48:43.587793,,,
617.2000122070312,2023-04-07 05:48:43.611305,,,
74.1500015258789,2023-04-07 05:48:43.634430,,,
127.1500015258789,2023-04-07 05:48:43.657845,,,
73.30000305175781,2023-04-07 05:48:43.680996,,,
114.4000015258789,2023-04-07 05:48:43.704050,,,
39.900001525878906,2023-04-07 05:48:43.727386,,,
322.0500183105469,2023-04-07 05:48:43.750528,,,
71.45000457763672,2023-04-07 05:48:43.773781,,,
257.25,2023-04-07 05:48:43.796738,,,
88.1500015258789,2023-04-07 05:48:43.820110,,,
461.5,2023-04-07 05:48:43.843769,,,
95.1500015258789,2023-04-07 05:48:43.866681,,,
1123.4500732421875,2023-04-07 05:48:43.889724,,,
276.3000183105469,2023-04-07 05:48:43.912640,,,
114.3499984741211,2023-04-07 05:48:43.935777,,,
458.6499938964844,2023-04-07 05:48:43.959110,,,
93.4000015258789,2023-04-07 05:48:43.982364,,,
627.8500366210938,2023-04-07 05:48:44.005665,,,
74.1500015258789,2023-04-07 05:48:44.028904,,,
547.7999877929688,2023-04-07 05:48:44.051920,,,
544.2000122070312,2023-04-07 05:48:44.075170,,,
724.7000122070312,2023-04-07 05:48:44.098495,,,
601.9500122070312,2023-04-07 05:48:44.121802,,,
92.95000457763672,2023-04-07 05:48:44.145048,,,
87.95000457763672,2023-04-07 05:48:44.168192,,,
147.5,2023-04-07 05:48:44.191298,,,
263.3000183105469,2023-04-07 05:48:44.214185,,,
100.55000305175781,2023-04-07 05:48:44.237477,,,
76.45000457763672,2023-04-07 05:48:44.260447,,,
297.0,2023-04-07 05:48:44.283265,,,
134.1999969482422,2023-04-07 05:48:44.306500,,,
163.65000915527344,2023-04-07 05:48:44.330319,,,
446.8000183105469,2023-04-07 05:48:44.353618,,,
62.04999923706055,2023-04-07 05:48:44.376569,,,
479.0,2023-04-07 05:48:44.399555,,,
119.75,2023-04-07 05:48:44.423112,,,
144.4499969482422,2023-04-07 05:48:44.447658,,,
68.05000305175781,2023-04-07 05:48:44.471144,,,
500.3999938964844,2023-04-07 05:48:44.494392,,,
408.6000061035156,2023-04-07 05:48:44.517522,,,
184.0,2023-04-07 05:48:44.540667,,,
222.5,2023-04-07 05:48:44.563630,,,
129.65000915527344,2023-04-07 05:48:44.586620,,,
123.5,2023-04-07 05:48:44.609647,,,
61.10000228881836,2023-04-07 05:48:44.633378,,,
717.9000244140625,2023-04-07 05:48:44.656628,,,
495.0,2023-04-07 05:48:44.679734,,,
392.1499938964844,2023-04-07 05:48:44.703314,,,
193.25,2023-04-07 05:48:44.726429,,,
360.0,2023-04-07 05:48:44.749512,,,
69.45000457763672,2023-04-07 05:48:44.772933,,,
910.9500122070312,2023-04-07 05:48:44.796011,,,
142.60000610351562,2023-04-07 05:48:44.819879,,,
527.2000122070312,2023-04-07 05:48:44.842950,,,
54.04999923706055,2023-04-07 05:48:44.866224,,,
82.5999984741211,2023-04-07 05:48:44.889392,,,
137.15000915527344,2023-04-07 05:48:44.912677,,,
131.75,2023-04-07 05:48:44.936402,,,
95.05000305175781,2023-04-07 05:48:44.959656,,,
109.25,2023-04-07 05:48:44.982681,,,
87.70000457763672,2023-04-07 05:48:45.006067,,,
67.6500015258789,2023-04-07 05:48:45.029227,,,
365.8500061035156,2023-04-07 05:48:45.052466,,,
57.5,2023-04-07 05:48:45.066877,,,
,2023-04-07 05:48:45.069253,,,63.0
,2023-04-07 05:48:48.002371,"tensor(3.2670, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.2670, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:48:48.211233,,3.267040252685547,64.0
,2023-04-07 05:48:51.051092,"tensor(3.2634, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.2634, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:48:51.766331,"tensor(3.3367, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3367, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:48:52.476692,"tensor(3.3445, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3445, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:48:53.189228,"tensor(3.2187, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.2187, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:48:53.908892,"tensor(3.3405, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3405, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:48:54.613123,"tensor(3.3341, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3341, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:48:55.327073,"tensor(3.2040, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.2040, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:48:56.040376,"tensor(3.2892, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.2892, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:48:56.743925,"tensor(3.3367, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3367, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:48:57.453804,"tensor(3.2700, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.2700, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:48:58.167213,"tensor(3.4491, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.4491, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:48:58.882144,"tensor(3.3869, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3869, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:48:59.832064,"tensor(3.3973, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3973, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:49:00.741710,"tensor(3.4065, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.4065, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:49:01.768705,"tensor(3.4325, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.4325, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:49:02.478018,"tensor(3.3555, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3555, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:49:03.189937,"tensor(3.3541, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3541, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:49:03.900079,"tensor(3.3973, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3973, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:49:04.603996,"tensor(3.3513, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3513, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:49:05.312164,"tensor(3.3710, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3710, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:49:06.030574,"tensor(3.4882, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.4882, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:49:06.740459,"tensor(3.3558, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3558, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:49:07.444832,"tensor(3.4403, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.4403, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:49:08.161892,"tensor(3.4888, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.4888, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:49:08.869473,"tensor(3.3375, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3375, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:49:09.572941,"tensor(3.3824, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3824, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:49:10.283021,"tensor(3.3939, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.3939, device='cuda:0', grad_fn=<AddBackward0>)",
,2023-04-07 05:49:10.575568,"tensor(3.7049, device='cuda:0', grad_fn=<AddBackward0>)","tensor(3.7049, device='cuda:0', grad_fn=<AddBackward0>)",
1939.300048828125,2023-04-07 05:49:10.651551,,,
2160.800048828125,2023-04-07 05:49:10.674718,,,
1317.6500244140625,2023-04-07 05:49:10.697814,,,
1999.9500732421875,2023-04-07 05:49:10.720814,,,
1264.8499755859375,2023-04-07 05:49:10.744007,,,
1906.8499755859375,2023-04-07 05:49:10.767008,,,
1203.800048828125,2023-04-07 05:49:10.790268,,,
769.25,2023-04-07 05:49:10.813917,,,
1036.050048828125,2023-04-07 05:49:10.836800,,,
1833.5,2023-04-07 05:49:10.859965,,,
852.3500366210938,2023-04-07 05:49:10.882873,,,
1079.300048828125,2023-04-07 05:49:10.906012,,,
1106.5999755859375,2023-04-07 05:49:10.928883,,,
321.8500061035156,2023-04-07 05:49:10.951811,,,
450.8000183105469,2023-04-07 05:49:10.975066,,,
524.7000122070312,2023-04-07 05:49:11.000061,,,
831.2999877929688,2023-04-07 05:49:11.023195,,,
1119.550048828125,2023-04-07 05:49:11.046053,,,
968.9500122070312,2023-04-07 05:49:11.070413,,,
1060.050048828125,2023-04-07 05:49:11.093741,,,
546.25,2023-04-07 05:49:11.116791,,,
555.0499877929688,2023-04-07 05:49:11.140256,,,
842.2999877929688,2023-04-07 05:49:11.163468,,,
749.0499877929688,2023-04-07 05:49:11.186731,,,
760.2000122070312,2023-04-07 05:49:11.210043,,,
463.5500183105469,2023-04-07 05:49:11.233230,,,
344.75,2023-04-07 05:49:11.256413,,,
1210.0999755859375,2023-04-07 05:49:11.279511,,,
268.8999938964844,2023-04-07 05:49:11.302493,,,
328.1499938964844,2023-04-07 05:49:11.325524,,,
731.0,2023-04-07 05:49:11.348413,,,
403.8000183105469,2023-04-07 05:49:11.371458,,,
510.6499938964844,2023-04-07 05:49:11.394511,,,
436.70001220703125,2023-04-07 05:49:11.417302,,,
1003.2999877929688,2023-04-07 05:49:11.440551,,,
288.5,2023-04-07 05:49:11.463624,,,
252.6999969482422,2023-04-07 05:49:11.486888,,,
253.5500030517578,2023-04-07 05:49:11.509889,,,
263.20001220703125,2023-04-07 05:49:11.532913,,,
248.90000915527344,2023-04-07 05:49:11.556067,,,
318.8999938964844,2023-04-07 05:49:11.578959,,,
318.5,2023-04-07 05:49:11.602661,,,
153.5,2023-04-07 05:49:11.625950,,,
263.8999938964844,2023-04-07 05:49:11.649171,,,
904.7999877929688,2023-04-07 05:49:11.672370,,,
451.6000061035156,2023-04-07 05:49:11.695410,,,
243.1999969482422,2023-04-07 05:49:11.718468,,,
208.10000610351562,2023-04-07 05:49:11.744798,,,
206.40000915527344,2023-04-07 05:49:11.773099,,,
283.0500183105469,2023-04-07 05:49:11.801835,,,
162.8000030517578,2023-04-07 05:49:11.830127,,,
849.9500122070312,2023-04-07 05:49:11.864064,,,
108.45000457763672,2023-04-07 05:49:11.892769,,,
454.45001220703125,2023-04-07 05:49:11.919391,,,
229.60000610351562,2023-04-07 05:49:11.948805,,,
144.90000915527344,2023-04-07 05:49:11.987483,,,
388.3000183105469,2023-04-07 05:49:12.016842,,,
173.75,2023-04-07 05:49:12.044599,,,
189.85000610351562,2023-04-07 05:49:12.073744,,,
182.5,2023-04-07 05:49:12.103029,,,
581.25,2023-04-07 05:49:12.129876,,,
928.4000244140625,2023-04-07 05:49:12.156899,,,
140.4499969482422,2023-04-07 05:49:12.183329,,,
822.75,2023-04-07 05:49:12.209673,,,
424.3000183105469,2023-04-07 05:49:12.236456,,,
131.75,2023-04-07 05:49:12.262635,,,
63.20000076293945,2023-04-07 05:49:12.288912,,,
173.0,2023-04-07 05:49:12.315577,,,
278.3999938964844,2023-04-07 05:49:12.341761,,,
130.40000915527344,2023-04-07 05:49:12.367798,,,
112.5999984741211,2023-04-07 05:49:12.394512,,,
215.6999969482422,2023-04-07 05:49:12.420650,,,
537.4500122070312,2023-04-07 05:49:12.446221,,,
160.3000030517578,2023-04-07 05:49:12.471910,,,
101.8499984741211,2023-04-07 05:49:12.498244,,,
69.25,2023-04-07 05:49:12.523794,,,
167.4499969482422,2023-04-07 05:49:12.550001,,,
159.1999969482422,2023-04-07 05:49:12.575772,,,
240.8000030517578,2023-04-07 05:49:12.602415,,,
79.05000305175781,2023-04-07 05:49:12.628290,,,
192.8000030517578,2023-04-07 05:49:12.655308,,,
427.0,2023-04-07 05:49:12.682088,,,
955.0499877929688,2023-04-07 05:49:12.710541,,,
118.25,2023-04-07 05:49:12.736393,,,
198.90000915527344,2023-04-07 05:49:12.763465,,,
365.3500061035156,2023-04-07 05:49:12.790747,,,
613.25,2023-04-07 05:49:12.817303,,,
106.8499984741211,2023-04-07 05:49:12.843566,,,
202.8000030517578,2023-04-07 05:49:12.869651,,,
56.79999923706055,2023-04-07 05:49:12.895549,,,
408.0500183105469,2023-04-07 05:49:12.921925,,,
100.95000457763672,2023-04-07 05:49:12.948500,,,
175.90000915527344,2023-04-07 05:49:12.974544,,,
619.1500244140625,2023-04-07 05:49:13.000657,,,
187.1999969482422,2023-04-07 05:49:13.027122,,,
378.3500061035156,2023-04-07 05:49:13.054215,,,
76.8499984741211,2023-04-07 05:49:13.080392,,,
77.3499984741211,2023-04-07 05:49:13.106604,,,
167.9499969482422,2023-04-07 05:49:13.132804,,,
166.6999969482422,2023-04-07 05:49:13.159521,,,
140.3000030517578,2023-04-07 05:49:13.185807,,,
176.60000610351562,2023-04-07 05:49:13.212631,,,
426.75,2023-04-07 05:49:13.239232,,,
157.4499969482422,2023-04-07 05:49:13.266018,,,
110.25,2023-04-07 05:49:13.292576,,,
77.20000457763672,2023-04-07 05:49:13.319130,,,
89.80000305175781,2023-04-07 05:49:13.346302,,,
712.9500122070312,2023-04-07 05:49:13.372839,,,
999.75,2023-04-07 05:49:13.398723,,,
595.0,2023-04-07 05:49:13.427246,,,
397.8500061035156,2023-04-07 05:49:13.456836,,,
122.0,2023-04-07 05:49:13.485859,,,
70.55000305175781,2023-04-07 05:49:13.512646,,,
508.0500183105469,2023-04-07 05:49:13.538742,,,
415.6499938964844,2023-04-07 05:49:13.565210,,,
163.25,2023-04-07 05:49:13.593633,,,
1025.1500244140625,2023-04-07 05:49:13.620030,,,
80.8499984741211,2023-04-07 05:49:13.647858,,,
156.5500030517578,2023-04-07 05:49:13.675713,,,
154.9499969482422,2023-04-07 05:49:13.701696,,,
223.8000030517578,2023-04-07 05:49:13.729760,,,
648.1500244140625,2023-04-07 05:49:13.756206,,,
439.95001220703125,2023-04-07 05:49:13.785135,,,
130.1999969482422,2023-04-07 05:49:13.815056,,,
713.0499877929688,2023-04-07 05:49:13.843591,,,
185.8000030517578,2023-04-07 05:49:13.871772,,,
222.1999969482422,2023-04-07 05:49:13.900711,,,
171.40000915527344,2023-04-07 05:49:13.929240,,,
133.0500030517578,2023-04-07 05:49:13.957569,,,
248.8000030517578,2023-04-07 05:49:13.985950,,,
145.1999969482422,2023-04-07 05:49:14.014399,,,
86.6500015258789,2023-04-07 05:49:14.043199,,,
366.1499938964844,2023-04-07 05:49:14.073637,,,
109.55000305175781,2023-04-07 05:49:14.104990,,,
89.4000015258789,2023-04-07 05:49:14.134385,,,
207.60000610351562,2023-04-07 05:49:14.163159,,,
145.3000030517578,2023-04-07 05:49:14.191780,,,
174.5,2023-04-07 05:49:14.218939,,,
599.6500244140625,2023-04-07 05:49:14.246436,,,
178.6999969482422,2023-04-07 05:49:14.271533,,,
116.70000457763672,2023-04-07 05:49:14.294667,,,
160.8000030517578,2023-04-07 05:49:14.317951,,,
537.1000366210938,2023-04-07 05:49:14.341214,,,
65.0999984741211,2023-04-07 05:49:14.364345,,,
85.1500015258789,2023-04-07 05:49:14.387322,,,
440.5500183105469,2023-04-07 05:49:14.410251,,,
394.3500061035156,2023-04-07 05:49:14.433371,,,
257.20001220703125,2023-04-07 05:49:14.456303,,,
120.9000015258789,2023-04-07 05:49:14.479408,,,
653.0,2023-04-07 05:49:14.502468,,,
219.6999969482422,2023-04-07 05:49:14.525556,,,
157.15000915527344,2023-04-07 05:49:14.548925,,,
480.8999938964844,2023-04-07 05:49:14.571773,,,
179.5,2023-04-07 05:49:14.594783,,,
930.75,2023-04-07 05:49:14.617764,,,
368.5,2023-04-07 05:49:14.641073,,,
128.0500030517578,2023-04-07 05:49:14.665418,,,
259.0,2023-04-07 05:49:14.688517,,,
85.20000457763672,2023-04-07 05:49:14.711756,,,
89.70000457763672,2023-04-07 05:49:14.734633,,,
342.75,2023-04-07 05:49:14.758371,,,
200.85000610351562,2023-04-07 05:49:14.781563,,,
115.05000305175781,2023-04-07 05:49:14.804757,,,
101.0,2023-04-07 05:49:14.828127,,,
576.7000122070312,2023-04-07 05:49:14.851339,,,
